videoId,author,text,publishedAt,likeCount,search_keyword,video_title,labelling
kdntbrfFoXI,@Jun-y2p,Menurut saya juga kasian jika hanya perempuan yang di kb,2025-05-07T23:00:27Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
SCYRHwcEdM0,@iecolbenjamin5279,"Gk ada yg pintar lagi kah narasumbernya bang hotman,yg baju hitam😢😢😢😢😢😢beban",2025-05-08T06:16:07Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
kdntbrfFoXI,@mengenalindonesia5887,"Kali ini aku setuju dengan komnas ham.
Kalau orang kecelakaan trus cacat tapi belum punya anak. Masak syarat untuk dapat bansosnya harus vasektomi dulu.
Yang dipermasalahkan disini bukan vasektominya tapi bansos dan vasektomi yang tidak boleh dikaitkan",2025-05-11T10:58:37Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,3
78rwe4E73vY,@seaweedisvegetable8465,"Banyak anak banyak rejeki. Tapi kok Kiai dan ustad dan ulama kok harus dapat sumbangan untuk hidup?
Miris",2025-05-07T16:08:10Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",1
GWhlCEtiQ0Y,@ekosaepudin8018,"Syaratnya laki laki yang di KB..Ingat KB BAgi pria tidak mesti vasektomi,
Jngan melebih lebihkan broo",2025-05-04T19:59:16Z,0,kritik vasektomi bansos,"DEDI MULYADI DISERANG Kritik! Usulan Soal Vasektomi Syarat Bansos Dikecam, Cak Imin: Tidak Boleh",2
jmqObvr_oAU,@trihandayani5899,Menarik pajak juga melanggar ham kah?,2025-05-02T10:44:19Z,2,kritik vasektomi bansos,Komnas HAM Kritik Rencana Dedi Mulyadi Jadikan Vasektomi Syarat Terima Bansos: Langgar Hak Privasi,2
uVfeG1yLMHs,@kamanunggalan,"Vasektomi haram tp KB bagi perempuan halal. 
Sungguh membagongkan!!!",2025-05-05T07:16:24Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
xEKAVRwwWIk,@Danibudaksunda,"Masyarakt yg menentang kebijkan kdm biarian saja mereka orang"" mampu,,gak pada mikir sok agamis bilang bertentangan dengn agama,,terus giliran gk ke bagi makan teriak"" ke pemerintah",2025-05-02T18:11:50Z,2,vasektomi dedi mulyadi,Respons Warga Soal Ide Dedi Mulyadi Jadikan Vasektomi Syarat Bansos | AKIM tvOne,1
kdntbrfFoXI,@fandipratama9080,Orang miskin dilarang punya anak,2025-05-09T00:36:15Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
uVfeG1yLMHs,@sosialpolitikjabar,BKKBN sosialisasinya kurang,2025-05-04T11:50:02Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",2
VXdCZ9bptes,@RusmonoAja,Ciptakan lapangan kerja yg tanpa ijazah pak gubernur...,2025-05-05T10:56:54Z,0,vasektomi bansos,Jawab Dedi Mulyadi soal MUI Haramkan Vasektomi untuk Syarat Penerima Bansos,3
78rwe4E73vY,@agushartanto4413,"Betul biar gak beranak terus,,kasian anak2 masih kecil malah di suruh cari duit.",2025-05-09T15:59:45Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",1
1-Frn0a5H1o,@ikakartika7598,"Fyi, KDM sampe mengusulkan Vasektomi/ KB itu bkn karna banyak liat sosmed "" miskin jgn punya anak banyak"" atau "" punya anak dlm keadaan miskin itu kejahatan"", tapi beliau itu kan tinggal dikampung sehari bergaul sama org"" kampung, di Jabar itu masih banyak orang yg anaknya lebih dari 5 , 12 bahkan lebih dari itu ada, dan beliau lihat sendiri org"" miskin yg anak banyak itu. Termasuk kluarga beliau sendiri 9 bersaudara dgn org tua yg miskin, beliau merasakan betapa sengsaranya kehidupan beliau saat kecil. Beliau gamau anak"" Jabar merasakan itu gitu loh",2025-05-17T02:05:53Z,62,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",1
kdntbrfFoXI,@MamaAiza-t4y,Hadeh pemaksaan😂 ini anggota HAM pas pembagian otak dan perasaan molor keknya,2025-05-08T00:31:02Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
01VzjUUJjkk,@AdeGultom,Great. Jgn hanya pintar bikin anak. Harus ada perencanaan yg matang agar kalo punya anak hisa dirawat dan dipelihara dg baik. Pikirkan masa depan anak.,2025-05-02T11:15:18Z,4,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
kdntbrfFoXI,@Satrio-l1x,Muak nempo NU ngomong ham tapi eweuh gawe na ...ngomong weeenn hayooh,2025-05-08T03:48:25Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
9hftVfkxJjY,@tipu2mukidi,Gubernur sombong,2025-05-05T04:58:44Z,0,bansos syarat vasektomi,Sederet Tokoh Kecam Dedi Mulyadi soal Usulan Vasektomi Syarat Bansos: Gak Boleh Bikin Aturan Sendiri,3
78rwe4E73vY,@nurrohman435,kiai Cholil paling masuk akal dan paling luas wawasannya. gak heran orang2 berpendidikan tinggi pro ke beliau,2025-05-07T13:30:47Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",2
kdntbrfFoXI,@maung_bodass,Pemaksaan apanya,2025-05-08T05:23:49Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
C5TqR8OfoQk,@JaMik-q6c,"bnyak netizen salah paham    dgn kebijakan KDM tentang vasektomi, kdng2 ada yg tdk senang dgn KDM jd..beritanya dijadikan bahan untuk menjatuhkan KDM, ayoo semangat trus bpkk Aing..kami mendukungmu, lanjutkan konten2 nya yg membawa perubahan bgi masyarakat miskin..jngn menyerah ...bravo bapak Aing ..",2025-05-07T14:29:19Z,0,vasektomi bansos,Dedi Mulyadi Meluruskan Perihal Vasektomi jadi Syarat Dapat Bansos | AKIM tvOne,1
EJNMlD8KSH0,@yainyu6860,"orang miskin memang rata rata pemalas, perut lapar terus, lalu segala dimakan, mau nya dirumah terus akibatnya  over birahi dan  akhirnya ngasah golok terus, anakan weh ...",2025-04-29T06:27:08Z,9,vasektomi bansos,Dedi Mulyadi Usulkan Penerima Bansos Dengan Syarat Vasektomi,1
kdntbrfFoXI,@aisyahaisyah9256,dokter boyke Best menjelaskan nya mudah d fahami oleh kaum awam,2025-05-07T23:13:16Z,768,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
kdntbrfFoXI,@Robet12Panggabean,"Hotman ya, enaknya dimana😅😅",2025-05-11T08:40:36Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
vOAEsi2PJew,@NonomanKiwari13,"Bapa aing mah teu asbun, sgala na ge hasil riset. Tah geuning ceuk BKKBN ge teu bahaya",2025-05-01T07:42:58Z,0,vasektomi bansos,"KB Pria Syarat Penerima Bansos, BKKBN: Kita Terus Edukasi, Vasektomi Tak Mengubah &#39;Keperkasaan&#39; Pria",1
EJNMlD8KSH0,@irpanfauzi1160,"Sebagai Laki Laki Saya Setuju, Liat Temen Gaji Pas Pasan tapi punya anak Istri Ngeri lebih Ngeri daripada ketemu Setan",2025-04-29T13:56:39Z,4,vasektomi bansos,Dedi Mulyadi Usulkan Penerima Bansos Dengan Syarat Vasektomi,1
kdntbrfFoXI,@ucuwinarwati,Dr.Boyke menjelaskan yg sebenarnya.,2025-05-09T22:42:50Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
SCYRHwcEdM0,@berajawisesa2064,"ono bagus nih,,masuk barak militer cukup 2 tahun ajah",2025-05-08T03:49:58Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
vOAEsi2PJew,@familylawas1702,"KESINDIR GAK TUH..
KDM MENYINDIR SALAH SATU PIHAK PENERIMA BANSOS RUTIN DARI GOLONGAN KELUARGA MAMPU",2025-05-01T05:56:50Z,1,vasektomi bansos,"KB Pria Syarat Penerima Bansos, BKKBN: Kita Terus Edukasi, Vasektomi Tak Mengubah &#39;Keperkasaan&#39; Pria",2
SCYRHwcEdM0,@yantorianto6782,"Debat aja.....
Kasih dong solusinya, kan udah pada pinter. Biar tidak jadi miskin negara ini",2025-05-08T03:24:39Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
vOAEsi2PJew,@wisnuafandi6650,"reporter said awal ga setuju, pas dijelasin paparanya langsung girang 😂",2025-04-30T09:24:59Z,0,vasektomi bansos,"KB Pria Syarat Penerima Bansos, BKKBN: Kita Terus Edukasi, Vasektomi Tak Mengubah &#39;Keperkasaan&#39; Pria",2
01VzjUUJjkk,@oposchanel1859,"Pek we jang nu daek😂😂😂
Banyak anak anugrah❤",2025-05-04T13:25:18Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",
kdntbrfFoXI,@nuarini-m7w,"Udahlah kamu HAM Sy tau kamu dibayar sama Pejabat yg ingin Menjatuhkan KDM,
Karna SEMUA PEJABAT DAN ELIT politik MULAI ketar ketir dan MULAI Memikirkan ide untuk mulai menyerang KDM.
Karna Gak ada celah untuk menyerang KDM akhirnya menyerang vasektomi 😂😅
Heeei kalian kasian para perempuan yg harus KB terus,
Pernikahan itu 2 orang jadi antara suami dan istri Harus Kerjasama.",2025-05-08T05:42:34Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
kdntbrfFoXI,@Hiyang-ss3wi,Pk hotman 2 jt bgimu cuma bt mkn tpi bgi orng kcil gde bngt...anda harta mlimpah bntulah program beliau bp gubernur,2025-05-07T23:43:56Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
kdntbrfFoXI,@centurionstonecare2224,Bang Hotman perlu coba Vasektomi nih,2025-05-10T15:28:21Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
SCYRHwcEdM0,@AzkaNaufal-l8q,"Ono jg DPRD konten,cuma ga laku",2025-05-07T17:20:16Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
SCYRHwcEdM0,@bintangsetiafajar9273,Penerima bansos dia lagi dia lagi mirip dana hibah yg Terima dia lagi dia lagi karena data nya sudah tidak valid yg benar-benar butuh bansos malah gak dapat,2025-05-07T19:46:22Z,2,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
9hftVfkxJjY,@roniwijaya8749,Gubernur Mulyono jilid 2 raja penctrian masuk gorongg,2025-05-04T03:18:18Z,6,bansos syarat vasektomi,Sederet Tokoh Kecam Dedi Mulyadi soal Usulan Vasektomi Syarat Bansos: Gak Boleh Bikin Aturan Sendiri,3
3BqXnt1hWX8,@susimartini6905,"Tubektomi untuk para istri/ibu.
Vasektomi untuk para suami/bapak.
Tubektomi dan Vasektomi tidak menyebabkan impotensi, tujuannya hanya untuk mencegah kehamilan bukan menghilangkan fungsi seksual.
Selama ini program KB banyak dibebankan kepada kaum Ibu/istri, padahal para suami/bapak pun bisa berperan serta.
Tubektomi maupun vasektomi tidak akan mengurangi fungsi seksual suami istri (insyaa Allah), karena tujuannya adalah untuk mencegah kehamilan, bukan untuk melemahkan kemampuan seksual.
Semoga niat baik Bapak Gubernur untuk kesejahteraan warga Jawa Barat disikapi positif meskipun keputusan/kebijakannya kontroversif karena tidak biasa dan out of the box.",2025-05-03T13:12:46Z,3,bansos syarat vasektomi,Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Penerima Bansos - [Primetime News],1
kdntbrfFoXI,@UniVerse9512,Ya laki2 yg merasa sdh anak banyak dan tdk bs menafkahi keluarga..tahu diri aja harusnya. Kasian istri dan anak2nya ga keurus. Itu juga sama aja udh melanggar ham klo ga keurus gtu..berati ga bs hidup nyaman.,2025-05-08T12:50:09Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
01VzjUUJjkk,@sigitarilesmana,"inilah cerdasnya KDM...penerima bansos dengan syarat harus vasektomi akan mengurangi penerima bansos salah sasaran...selama ini banyak penerima bansos adalah orang orang mampu yang dekat/ saudaraan dengan para pengurus RT, RW, kelurahan, LPM..kalau sarat vasektomi di terapkan gw yakin orang2 yang mampu pasti gak akan mau",2025-05-02T13:24:23Z,4,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
1-Frn0a5H1o,@AlphaMaret093,Bapa Phillips datanglah,2025-05-16T13:14:39Z,0,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",
kdntbrfFoXI,@mamanparyaman8435,Kalau vasektomi jika Isterinya selingkuh. Pasti ketahuan.,2025-05-08T06:39:06Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
kdntbrfFoXI,@نبنبت-ع4ن,"Klu Dr Boyke kn dia lihat nya hanya ke Dunia , bkn ke akhirat . Padahal kn Nabi Muhammad Shallahi allaihi wassalam  , menganjur kn ummat Islam harus banyak  , Allahhua'lam bi showab .",2025-05-09T08:03:06Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,3
SCYRHwcEdM0,@gonosugiyono3248,Si Ono o'on.... bisanya memlintir seakan² anu,2025-05-09T00:26:03Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",1
3BqXnt1hWX8,@AnugerahSetiaabadi,"Saya keliling cari pernyataan KDM tentang vasektomi ternyata gak ada. Beliau hanya memberikan pernyataan yang KB harus laki"". Kan KB laki"" bukan hanya vasektomi saja. Yang jadi pertanyaan siapa yang menggiring opini KB nya harus vasektomi?",2025-05-07T13:18:11Z,0,bansos syarat vasektomi,Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Penerima Bansos - [Primetime News],2
kdntbrfFoXI,@NurjatiKusuma-o3r,"Hotman paris seneng..
Ikut pasektomi..bebsas crotdi man2 Kalo buat orang indonesia bapak2nya kesemptan tu.
Bisa punya istri2 hahay...🤭",2025-05-09T09:38:20Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,3
78rwe4E73vY,@ZikaraStudio,Cara cerdas penguasa mengontrol manusia yg tidak produktif/bodoh,2025-05-06T14:56:22Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",2
kdntbrfFoXI,@lilihelmy,"Perlu dilakukan edukasi. Dengan level pendidikan masyarakat Indonesia yang rata rata masih rendah, sepertinya vasektomi masih ditabukan. Kalau program KB berhasil lewat publikasi informasi di era 70, edukasi vasektomi sepertinya akan tercapai di era global internet ini.",2025-05-12T02:06:02Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
h-nZhyDpDqA,@dhanirangkuti2330,Bumi makin penuh aja nih,2025-05-05T15:20:45Z,0,vasektomi bansos,MUI Tanggapi Polemik Vasektomi Sebagai Syarat Bansos | Kabar Utama Pagi tvOne,2
78rwe4E73vY,@siirennuddin8093,"Kmrn ada kpai bu retno skrng ada bu ratna apakh nama"" yg kebanyakkn R itu memng meresahkn ya",2025-05-07T06:05:00Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",1
kdntbrfFoXI,@ShinTwins-t2z,udah miskin anaknya banyak lagi... itu yg di kuatirkan KDM kurang lebih...😊,2025-05-11T01:11:44Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
uVfeG1yLMHs,@Oneworld-q3f,KALO KORUPSI BERKEDOK AGAMA GAK HARAM YA DANA HAJI MANA DANA HAJI AMANKAH? 😂😂😂😂,2025-05-04T08:19:04Z,3,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
XZz_wbi_Lfg,@FitriCarist,Ngeri,2025-05-07T16:40:13Z,1,vasektomi bansos,"Dedi Mulyadi Usul Vasektomi Jadi Syarat Bansos, Seperti Apa Metodenya? #hotroom",
01VzjUUJjkk,@AsepDayat-yr8uf,Contoan heula ku KDM  dikabiri😃,2025-05-06T12:40:16Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",
I8KPAIUQLH0,@BangRudi-g4f,Bantuan sosial tai,2025-05-05T10:15:59Z,0,politik bansos vasektomi,"Gimmick Bansos, Dedi Mulyadi Langgar Undang Undang? #shorts",2
guL60yu8H5I,@mr.andy861,"""Anak terlantar? Solusinya mandulkan rakyat miskin. Gak usah perbaiki pendidikan, gak usah perkuat ekonomi. Pokoknya steril aja dulu, biar negara gak repot. Cerdas banget ya solusinya—udah kayak negara maju... yang krisis generasi muda!""

""Katanya sayang anak, tapi malah cegah manusia punya anak. Emang bener, kadang yang katanya 'peduli' itu justru yang paling gak ngerti cara ngurus bangsa.""

""Logika baru abad ini: Negara gagal sejahterakan rakyat, rakyat yang disalahkan. Gagal urus anak? Ya jangan punya anak! Gagal urus negara? Ya salahin rakyat!""",2025-05-03T20:54:44Z,0,vasektomi bansos,"Vasektomi Jadi Syarat Dapat Bansos, MUI: HARAM! - [Primetime News]",3
uVfeG1yLMHs,@Bebenheri,"Gaya2 an ngomong haram,,terus yg makan dana hasil korup haram gk ? Tolong jelskan bapa2 MUI yg agamis",2025-05-04T11:35:53Z,3,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
SCYRHwcEdM0,@adhitqi5815,Engga guna ini wakil ketua DPRD jabar dari fraksi PDI😂,2025-05-07T15:49:37Z,4,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",1
kdntbrfFoXI,@endangkusmana1047,Makan tuh ham.,2025-05-08T03:43:42Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
jysHHJVOTlA,@surya_naba441,"Kenapa sih sekarang dampak anaknya.... Mau anak 2 atau 7 sama aja... Kihat anak 2 dari pemerintah... Tuh banyak korupsi dan sombong sombong padahal banyak berdosa daripada warga punya anak 7... 
Saya setuju kepada komentar bapak pertama.....
Lebih baik menikah anak pesantren daripada wanita karir terlalu mikirin dunia... Anak banyak bisa mendoakan ayah ibu dan bisa memandikan dan membawa ke liang lahat saat meninggal.... Kata ayah saya, keluarga sekarang kebanyakan keegoisan mencari harta dan pendidikan tinggi....",2025-05-06T00:32:19Z,1,kritik vasektomi bansos,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos  #shorts,3
jmqObvr_oAU,@cowocemong4509,Memenjarakan orang jg melanggar HAM kan? Merampas kemerdekaan??? Kok gak loe protes???!!,2025-05-02T14:01:12Z,0,kritik vasektomi bansos,Komnas HAM Kritik Rencana Dedi Mulyadi Jadikan Vasektomi Syarat Terima Bansos: Langgar Hak Privasi,1
jmqObvr_oAU,@SellyJelita69,BUKAN STANDAR BERKUALITAS,2025-05-02T09:40:47Z,0,kritik vasektomi bansos,Komnas HAM Kritik Rencana Dedi Mulyadi Jadikan Vasektomi Syarat Terima Bansos: Langgar Hak Privasi,2
78rwe4E73vY,@absln-s8e,"Dr. Nico, ada yang bilang bahwa efek samping JANGKA PANJANG dari vasektomi diantaranya adalah:

1. Granuloma sperma: Benjolan kecil akibat kebocoran sperma dari saluran yang dipotong, bisa menyebabkan nyeri ringan (berkepanjangan).
2. Nyeri testis kronis (disebut juga Post-Vasectomy Pain Syndrome), terjadi pada sebagian kecil pria (1–2%).
3. Perubahan psikologis: beberapa pria mengalami stres atau penyesalan, terutama jika belum yakin sepenuhnya dengan keputusan tersebut.

Ini  bisa berpengaruh langsung pada produktifitas kerja si suami dalam jangka panjang.

Bagaimana menurut anda ?",2025-05-08T04:08:46Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",2
1-Frn0a5H1o,@RachmadaniFAG,"yang soal vasektomi ga murni begitu, bisa apa aja asal menekan kehamilan. Alat kontrasepsi, kb atau apapun selama aman dan sehat dan pemerintah mampu. Terus ada yang komentar itu hak mereka, ya betul tapi mereka juga melanggar kewajiban terhadap anak yang dilahirkan. :agian yang nyebut data kelahiran turun itu  yang turun dari sekumpulan orang yang kelas menengah sampai ke atas (belum lagi segelintiran orang yang childfree), orang kelas bawahnya ga begitu, mereka yang lahirannya banyak bikin bonus demografi.",2025-05-18T09:34:43Z,0,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",1
01VzjUUJjkk,@airinsyafina1797,Yang ikut sidang MUI orang kaya,2025-05-02T23:55:24Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",2
kdntbrfFoXI,@yourex9218,yg kayak gini jd komisioner? wkwkwkwkwkwl tolol,2025-05-09T08:30:09Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,
kdntbrfFoXI,@Artono06,Iya laki laki enak aja perempuan terus yang di kb,2025-05-08T03:53:19Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
01VzjUUJjkk,@gilangmarikuy4922,Lebih haram ormas MUI yg cuma hanya ngomong tapi banyak orang terlantar dibiarkan oleh mereka..,2025-05-03T11:21:35Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
3BqXnt1hWX8,@davidharen5803,Bapak aja pak.... Jangan ngajak2 orang...,2025-05-03T12:13:34Z,2,bansos syarat vasektomi,Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Penerima Bansos - [Primetime News],3
uVfeG1yLMHs,@99boys61,"Jaman dahulu kala, para ulama sangat berkontribusi pada ilmu pengetahuan, seperti al-jabar. Jaman sekarang, ulama pun tidak memahami ilmu pengetahuan dasar dan cause effect nya.",2025-05-04T08:27:23Z,6,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
kdntbrfFoXI,@Benggala_Official,"BAHASANYA BISA DI TUNTUT NIH DARI HAM ""PEMAKSAAN"" DARI MANA PEMAKSAAN NYA",2025-05-09T08:45:25Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
78rwe4E73vY,@Mullatv137,"Armando lawak,, d bogem lagi nanti boss,, jgan bicara agama kalau gak paham😂😂",2025-05-07T14:45:14Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",2
jysHHJVOTlA,@sneakersfreak,"banyak orang nambah jadi miskin karena pemerintah gak punya kemampuan mensejahterakan rakyatnya, makin hari makin gak sejahtera, solusinya mesti dirancang sedemikian rupa untuk level nasional, itu urusan kolaborasi beberapa kementerian, yang asyik jadi konten kreator lanjutin aja gak usah ribet ngurusin vasektomi segala, lama² ngeselin nih orang... 🎉",2025-05-01T14:46:18Z,0,kritik vasektomi bansos,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos  #shorts,1
kdntbrfFoXI,@musafirtm9829,"Sebenarnya menurut saya, knp warga kurang mampu diberi BANSOS... sehingga peneriimanya dkasih berbagai regulasi yg ribet

Seharusnya kalo berpikir maju, pemerintah menyediakan lapangan pekerjaan, berikan fasilitas Edukasi Skill untuk bekerja agar mereka punya bekal utk berjuang hidup.. 

Karena faktor kemiskinan di negri kita itu karena kurangnya lapangan pekerjaan, 


Kenapa kok yg diprioritaskan hanya BANSOS. 

Ya gak akan maju negri kita ini, karena penduduknya akan bermental miskin terus..",2025-05-09T23:02:13Z,1,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
kdntbrfFoXI,@tedyfirman-n4l,"Kangen sama pa dokter..
Tiap pagi suka ktmu kalo lagi joging.
Nyapu dihalaman rumahnya.
Tapi skrg udah ga karena saya udah ga kerja lagi disana.
Salam ke bu feri.
Lebaran makan disana",2025-05-08T02:34:55Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
kdntbrfFoXI,@RoenefRicardo,PAHAMI IDE PEMIMPIN YG MEMENTINGKAN TUJUAN PENGHIDUPAN YG LAYAK UTK RAKYATNYA DGN MEMINIMALIS ANGKA KEMISKINAN DI NEGERI KAMI TERCINTA,2025-05-14T06:03:09Z,1,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
01VzjUUJjkk,@TriHandoko-dn5fp,hati hati bapa aing mulai eror...moal lila ge jabar loba bencana ..,2025-05-02T11:25:52Z,1,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
9hftVfkxJjY,@Genta86,"Mui bikin fatwa haram juga dong
Yang mampu jangan terima bansos
Karna banyak juga orang yang mampu tapi bermental miskin
😂😂😂",2025-05-04T03:14:58Z,0,bansos syarat vasektomi,Sederet Tokoh Kecam Dedi Mulyadi soal Usulan Vasektomi Syarat Bansos: Gak Boleh Bikin Aturan Sendiri,1
kdntbrfFoXI,@campingsantuuyy,"lah dulu vaksin covid negara memaksa Ham gak ada urusan ,gak vaksin gak bisa mudik,gak bisa naik pesawat,kreta api....Bacot lah.",2025-05-09T08:20:05Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
uVfeG1yLMHs,@Gm_channel,Nah terus suntik spiral untuk wanita berarti haram jg lah😂😂😂,2025-05-04T07:20:01Z,10,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
